personID,managerID
33880,33881
33882,33883
33884,33328
33886,33887
33888,33561
33889,33890
33891,33892
33893,33894
33897,33646
33898,33899
33900,33901
33906,33907
33908,33909
33910,33911
33912,33913
33914,33915
33917,33918
33920,33907
33921,33589
33923,33924
33925,33926
33931,33932
33934,33935
33937,33757
33938,33939
33940,33493
33941,33907
33942,33943
33945,33946
33948,33643
33949,33950
33952,33606
33953,33954
33955,33956
33957,33634
33958,33959
33960,33961
33962,33963
33964,33965
33969,33970
33971,33972
33973,33974
33978,33979
33980,33981
33982,33435
33983,33510
33984,33985
33986,33987
33989,33990
33992,33915
33994,33995
33997,33998
34000,34001
34002,34003
34006,33878
34007,33391
34008,34009
34010,34011
34014,34015
34017,34018
34019,34020
34022,34023
34027,34028
34029,34030
34031,34032
34033,33807
34034,33963
34035,34036
34037,34038
34039,34040
34042,33543
34044,34045
34050,34051
34052,34053
34055,34056
34057,34058
34059,33876
34061,34062
34065,34066
34068,34069
34070,33638
34071,34072
34073,34074
34075,34076
34078,34079
34081,34079
34083,34084
34085,34001
34086,34087
34090,34091
34092,33779
34093,33663
34094,34095
34097,34098
34099,33663
34100,34101
34103,34104
34105,34106
34107,34108
34109,34110
34112,33556
34113,34114
34115,34116
34117,33328
34118,34119
34120,34121
34122,33876
34123,34124
34125,34126
34127,34128
34129,34130
34132,34133
34135,33963
34136,34137
34139,33825
34140,33680
34142,34143
34144,34145
34146,33328
34147,34148
34149,34150
34151,34152
34153,34154
34155,34156
34158,33380
34159,34160
34161,34162
34165,34166
34167,34168
34169,34170
34173,34174
34175,33561
34176,34177
34179,34180
34184,33779
34185,33779
34186,34187
34188,34189
34190,33543
34191,34192
34195,34196
34197,33680
34198,34199
34202,34203
34204,33892
34205,34206
34211,34212
34213,34214
34216,33632
34217,34218
34220,34221
34224,34225
34227,33811
34228,33961
34229,34230
34231,33727
34232,34233
34235,34018
34236,34076
34237,34074
34238,34239
34243,33659
34244,34245
34247,34248
34249,34250
34252,33543
34254,34255
34259,34260
34262,34263
34264,34265
34266,34168
34267,34268
34270,34271
34273,34274
34275,34276
34277,34278
34281,34282
34284,34285
34287,34288
34289,33835
34290,34291
34292,33353
34293,34294
34295,34296
34297,34298
34299,34300
34302,33353
34304,33488
34306,34307
34308,34309
34311,34212
34312,34265
34313,34314
34315,33384
34316,33674
34317,34318
34320,34321
34322,34038
34323,34324
34325,34326
34329,33353
34331,34332
34334,33663
34335,34336
34337,34338
34339,34321
34340,34341
34342,34343
34344,33540
34345,34346
34348,34349
34351,34352
34354,34355
34356,34357
34359,34360
34361,34362
34364,33890
34365,34366
34367,34196
34368,34369
34370,34371
34372,34373
34374,33646
34375,34376
34377,34378
34379,34380
34384,34385
34386,34387
34388,34389
34391,33680
34392,34393
34395,34396
34399,34400
34401,34402
34404,34405
34406,34407
34409,34410
34414,34415
34417,33488
34418,34419
34420,33963
34421,34349
34422,34419
34423,34424
34426,33561
34427,34428
34429,33488
34430,34431
34436,34437
34438,34439
34440,33698
34441,34442
34443,34444
34446,34447
34448,34449
34450,34451
34452,34453
34454,34455
34456,34457
34459,34460
34461,34462
34463,34464
34466,34467
34468,34145
34469,34470
34475,34476
34477,33734
34478,34479
34481,34482
34484,34485
34486,34487
34488,34489
34494,34495
34497,34498
34499,34018
34500,33510
34501,34502
34503,34504
34506,34507
34508,34509
34510,34511
34513,34514
34515,34516
34518,33435
34519,34520
34521,34522
34524,34400
34525,33876
34526,34038
34527,34528
34529,33825
34530,34531
34533,34534
34537,33394
34540,34541
34546,33338
34549,33979
34550,34551
34554,34555
34558,34559
34561,34562
34563,34405
34564,34565
34570,34571
34578,34579
34580,34581
34582,34583
34586,34095
34587,34588
34589,34324
34590,34591
34592,33682
34593,34196
34594,33963
34595,34596
34599,34600
34601,34588
34602,34603
34604,34248
34605,34606
34607,34504
34608,34609
34614,33433
34615,34616
34617,34618
34619,33725
34620,34621
34622,33564
34623,33488
34624,33913
34625,33444
34626,33543
34628,34629
34630,34631
34632,34633
34635,33807
34636,34637
34638,34639
34641,33907
34642,34643
34645,34646
34648,34649
34651,34652
34654,34655
34657,34658
34660,34661
34663,34664
34666,34667
34669,34428
34671,34672
34675,34676
34678,34679
34680,33581
34681,34682
34683,34684
34685,33970
34686,34291
34687,33543
34689,34690
34691,34692
34694,34321
34695,33779
34696,34697
34699,33878
34700,34701
34702,34703
34704,34705
34707,33579
34708,33959
34709,34606
34710,34079
34712,34366
34713,34714
34718,34719
34720,33782
34721,34722
34723,33410
34724,33335
34725,34726
34728,34729
34730,33444
34731,33272
34732,34460
34733,34679
34734,34703
34735,34051
34736,34737
34738,34023
34739,34740
34741,34742
34744,33463
34746,33913
34747,34282
34749,34189
34750,34751
34753,34455
34754,34755
34756,33433
34757,34758
34760,34321
34761,34150
34762,34763
34764,34168
34765,34766
34767,33328
34768,33835
34769,33543
34771,34772
34773,34101
34774,34775
34777,34778
34781,34782
34783,34784
34785,34786
34789,34790
34791,34792
34795,34796
34797,34798
34800,33913
34801,34802
34804,34805
34807,34808
34810,34811
34813,33972
34814,34455
34815,33510
34816,33741
34817,33577
34818,33632
34819,34820
34822,34823
34824,34825
34828,34829
34830,33332
34831,34832
34833,34834
34835,34836
34837,33382
34838,34839
34840,34841
34843,33272
34844,33734
34845,34846
34848,34849
34852,33643
34853,34455
34854,34855
34859,34860
34864,34865
34866,34867
34868,34869
34870,34871
34873,34874
34876,34877
34878,34879
34880,34737
34881,34882
34884,33974
34886,34887
34888,33506
34889,34890
34892,34893
34894,34895
34897,33335
34898,34899
34902,33543
34904,34905
34906,34907
34908,34909
34914,34703
34915,34916
34919,34920
34921,33825
34922,33353
34923,33745
34924,34639
34925,34447
34926,34927
34928,33643
34929,33606
34930,34931
34932,34933
34934,34180
34937,34639
34938,33961
34939,34940
34943,33807
34944,33380
34945,34166
34946,34168
34947,34212
34948,33935
34949,33754
34950,34951
34953,34212
34954,34955
34957,34958
34959,34960
34961,34962
34963,34964
34965,34265
34966,34967
34968,34969
34971,34212
34972,33561
34973,34974
34976,34887
34977,34978
34980,34981
34983,33543
34984,34846
34987,34988
34989,34341
34990,34991
34992,34514
34994,34995
34996,34997
35000,34846
35001,33924
35002,35003
35005,34341
35006,34079
35008,33827
35010,34051
35011,35012
35014,34072
35015,35016
35020,33814
35021,35022
35023,35024
35028,35029
35030,33876
35031,35032
35033,35034
35035,35036
35038,35039
35040,35041
35043,35044
35046,33579
35047,34511
35049,35050
35051,35052
35053,35054
35055,33293
35056,33543
35057,35058
35059,34419
35061,35062
35063,34920
35064,35065
35066,35067
35070,34101
35072,35073
35074,34376
35075,35076
35077,35078
35080,35081
35082,34958
35083,35084
35085,33878
35086,33835
35087,33858
35088,34009
35089,35090
35091,34349
35092,34407
35093,35094
35095,35096
35098,34606
35099,35100
35101,35102
35103,35104
35105,33643
35106,35107
35109,34643
35110,35111
35114,35115
35117,34079
35118,35119
35121,35122
35124,34124
35125,35126
35127,34003
35128,34997
35129,33725
35130,35131
35135,35136
35139,35140
35141,35142
35145,35146
35148,33858
35149,34588
35150,35151
35153,34212
35154,34030
35155,35156
35157,35158
35160,35161
35163,35164
35166,34485
35167,34338
35168,35169
35170,33636
35171,35172
35174,34447
35175,34263
35176,34682
35177,33846
35178,1
35179,33858
35180,34867
35181,35182
35183,34160
35184,35185
35186,35187
35189,33887
35191,34600
35192,34385
35194,33508
35195,35196
35197,35198
35199,34964
35200,33698
35201,33293
35202,35203
35205,35206
35209,33552
35210,35211
35213,35214
35219,35220
35221,35222
35223,35224
35225,35226
35230,34786
35232,35115
35233,33543
35235,34871
35237,35238
35240,34618
35241,35242
35244,35245
35247,33835
35248,34124
35249,35250
35252,35156
35253,35187
35254,34588
35255,35256
35257,33878
35258,35259
35262,33659
35263,35264
35266,33643
35267,35268
35269,34905
35270,35271
35277,35278
35279,33543
35281,33272
35282,33335
35283,35284
35286,35287
35288,34962
35289,34520
35290,35291
35292,34385
35294,34907
35295,35126
35296,34514
35297,35081
35298,34338
35299,35300
35303,35304
35305,33803
35306,35307
35309,33913
35310,35311
35312,35313
35316,35317
35319,34649
35320,34128
35321,34076
35322,33353
35323,33734
35324,33911
35325,35326
35328,33909
35329,33374
35330,35331
35333,35334
35338,35339
35341,34528
35343,33452
35344,35052
35345,35339
35347,35348
35350,33807
35351,35352
35353,33850
35354,35352
35355,34192
35356,34502
35357,33979
35358,33543
35359,34119
35360,35361
35362,35052
35363,34030
35365,33457
35367,33543
35368,33608
35369,33939
35370,35371
35372,35373
35376,33745
35377,34887
35378,35379
35380,35381
35382,33754
35383,35384
35386,35387
35388,33636
35389,35390
35391,35392
35394,35395
35396,35397
35400,35401
35403,35404
35405,34212
35406,34300
35408,35409
35411,34649
35412,34684
35413,33684
35414,34288
35415,34428
35416,34729
35417,35185
35418,35419
35421,34823
35422,35423
35425,35426
35429,33481
35431,33725
35432,35115
35433,33437
35434,35435
35437,34079
35439,35440
35442,35443
35444,35445
35446,34405
35447,35448
35450,35451
35452,35453
35455,33779
35456,35457
35459,35460
35461,35462
35465,35466
35468,35469
35470,34528
35471,33606
35472,35473
35478,35076
35479,35084
35481,35482
35483,35484
35485,35486
35487,33543
35489,35490
35493,33328
35494,35495
35496,35443
35499,35500
35501,34649
35502,35503
35504,33575
35505,35506
35507,35460
35508,33663
35509,35510
35511,35512
35514,35515
35518,33433
35519,33335
35520,33911
35521,35522
35524,34498
35525,35526
35528,33782
35529,33680
35530,35531
35532,34196
35533,35534
35535,35536
35537,34887
35538,35539
35541,35542
35546,34958
35547,33632
35548,34697
35549,35550
35553,35076
35554,35555
35557,35558
35560,35561
35563,35564
35565,34196
35566,35567
35568,35569
35573,34051
35574,34755
35575,35576
35577,34931
35578,33508
35579,33488
35580,35581
35583,34009
35584,33264
35585,34307
35586,35587
35588,33543
35589,35590
35591,34009
35592,35593
35595,33881
35597,34790
35598,35599
35601,33606
35602,34020
35603,35604
35606,33890
35607,35608
35610,35611
35614,34652
35615,34196
35616,34692
35617,34631
35618,34808
35620,34637
35621,34692
35623,35624
35627,35628
35631,33636
35632,35633
35634,35635
35636,33606
35637,35022
35638,33543
35640,35641
35643,34528
35645,35646
35647,34343
35648,35291
35649,35650
35652,33353
35654,35655
35657,35658
35661,35140
35662,35663
35664,35665
35667,35668
35669,33887
35670,34455
35671,34095
35672,33970
35673,33705
35674,35675
35676,35677
35678,35679
35680,35681
35683,35058
35684,33543
35685,35686
35687,34066
35688,35689
35691,35692
35693,35694
35696,35697
35698,34703
35699,35700
35701,35196
35702,35703
35704,35705
35707,33801
35708,35379
35709,34076
35710,35711
35713,35714
35715,35326
35716,35717
35718,33543
35719,34298
35720,34509
35721,34255
35723,34502
35724,33353
35725,34128
35726,34192
35727,35728
35729,33353
35731,34170
35733,34168
35734,34509
35735,35736
35737,35738
35739,34893
35740,35741
35742,33926
35743,33315
35745,35728
35746,34509
35747,35748
35749,34637
35750,35751
35752,33814
35753,35032
35754,33510
35755,35756
35758,33394
35759,34341
35760,35761
35764,35765
35766,35767
35769,33372
35770,35771
35773,35774
35776,33543
35777,35778
35779,35780
35782,34400
35783,34841
35784,35443
35785,35786
35787,35788
35790,35689
35791,33508
35792,34616
35793,35794
35799,33643
35800,34498
35801,34729
35802,35803
35804,35805
35806,34679
35807,35808
35809,34522
35811,33589
35812,34074
35813,33634
35814,35815
35817,34072
35818,34682
35819,33412
35820,35821
35823,35824
35825,33401
35826,35576
35827,35828
35829,35830
35831,35832
35833,35834
35836,33508
35837,33543
35838,33335
35839,34498
35840,33970
35841,33640
35842,33556
35843,35717
35844,35845
35846,35847
35849,34618
35850,34836
35851,35115
35853,35854
35855,34369
35856,34782
35857,35858
35859,33543
35860,35861
35862,33972
35863,34507
35864,35865
35866,34148
35867,35868
35870,35871
35872,35738
35873,34742
35874,33606
35875,35876
35877,35423
35878,33632
35879,35880
35882,35883
35887,33579
35888,33782
35889,34839
35890,33858
35891,35892
35893,35894
35896,34338
35897,35898
35900,34189
35901,35902
35903,35904
35907,34324
35908,35909
35910,34832
35911,33632
35912,35913
35914,35915
35918,35919
35921,35922
35924,35925
35928,35590
35929,33858
35930,35558
35932,34690
35933,34038
35934,33581
35935,35936
35937,33961
35938,35939
35941,35942
35943,35944
35945,35946
35948,35576
35949,33264
35950,34387
35951,35952
35954,34160
35955,35956
35957,33264
35958,35959
35960,35961
35964,35756
35965,33807
35966,35967
35969,35970
35974,33878
35976,34600
35977,33961
35978,35979
35981,35512
35983,33959
35984,33632
35985,35576
35986,35987
35989,35942
35990,35991
35992,35993
35995,35996
35998,35999
36001,33972
36002,36003
36005,36006
36007,34682
36008,33939
36009,35628
36010,35100
36011,34960
36013,36014
36017,33391
36018,36019
36021,35326
36022,36023
36024,33638
36025,35100
36026,36027
36030,34058
36031,36032
36034,34230
36035,36036
36037,35161
36039,36040
36041,33473
36042,34960
36043,36044
36045,36046
36048,34869
36049,36050
36053,36054
36055,36056
36057,34498
36058,36059
36061,33583
36063,33556
36064,33943
36065,34755
36066,35590
36067,36068
36069,34143
36070,35287
36071,36072
36074,34960
36075,36076
36078,36079
36080,34631
36081,33382
36082,36083
36084,34349
36085,36086
36090,33510
36091,33543
36092,35567
36094,36095
36096,35390
36097,33754
36098,36099
36102,33827
36104,36105
36107,33638
36108,33353
36109,35788
36111,34128
36112,36113
36115,34074
36116,36117
36121,34079
36123,33543
36125,33391
36126,36127
36128,35024
36129,35065
36130,35371
36131,36132
36134,36135
36139,33575
36140,34230
36141,33293
36142,36143
36146,33558
36147,34726
36148,36149
36153,36154
36155,35786
36156,35705
36158,33543
36160,35880
36161,34460
36162,36163
36164,35512
36165,33378
36166,35161
36167,36168
36170,35970
36173,34166
36174,34343
36176,34887
36177,33727
36178,33543
36179,36180
36182,36183
36184,34212
36185,35073
36186,36187
36189,34405
36190,33643
36191,34419
36192,34507
36193,34369
36194,33741
36195,33410
36196,34907
36197,36198
36200,33932
36201,36202
36203,34072
36204,33686
36205,36206
36207,36208
36210,33858
36211,36212
36215,35451
36216,33734
36217,34145
36218,35677
36219,35628
36221,36222
36224,36225
36229,36230
36232,33410
36233,36234
36235,34143
36236,33543
36237,36238
36241,34076
36242,35203
36243,33543
36245,36246
36247,36248
36250,34969
36251,36252
36253,36254
36256,33682
36257,33782
36258,34697
36260,36261
36262,36263
36264,36265
36266,36267
36269,33561
36270,36271
36272,34124
36273,35778
36274,34829
36275,36271
36276,33575
36277,33965
36278,34189
36279,36280
36282,36283
36284,34442
36285,35576
36286,36287
36289,34504
36290,36291
36293,34877
36294,36295
36297,35510
36298,35576
36299,33543
36301,34633
36302,36127
36303,33680
36304,35686
36305,36306
36308,35404
36309,33754
36310,33939
36311,33640
36312,35054
36313,33652
36314,33380
36315,33680
36316,33640
36317,33734
36318,36319
36320,33924
36321,35022
36322,34028
36323,35558
36325,36326
36327,33543
36329,33883
36331,35169
36332,34349
36333,35361
36334,36335
36336,34366
36337,34276
36338,34890
36340,33561
36341,33638
36342,36343
36345,36346
36347,36348
36349,33961
36350,34690
36351,36352
36353,36354
36357,33981
36358,34729
36359,34405
36360,35714
36361,33558
36362,35076
36363,33970
36364,33543
36366,33540
36367,36368
36371,36372
36373,34489
36375,36376
36378,36379
36381,35728
36383,36384
36387,34230
36388,35717
36389,34798
36390,33858
36391,36392
36394,36395
36396,36397
36398,36399
36401,36402
36403,33963
36404,34419
36405,36265
36406,36407
36409,34265
36410,34439
36411,34174
36412,36413
36414,35531
36415,33380
36416,33543
36417,34692
36418,35100
36419,33652
36420,36421
36422,36423
36425,35445
36426,35959
36427,35506
36428,36429
36432,36433
36434,33801
36435,35692
36437,33433
36438,35922
36440,36441
36442,33835
36443,36444
36446,36447
36448,33890
36449,36450
36452,36453
36454,34676
36455,36456
36457,36458
36459,36460
36462,33696
36463,34649
36464,33705
36465,34453
36466,36467
36468,33353
36469,36470
36471,36472
36474,36475
36476,36477
36479,34581
36480,36458
36481,34212
36482,35956
36483,36484
36485,36486
36488,36489
36492,36493
36496,34672
36498,36499
36500,34507
36501,36502
36503,36504
36507,33779
36508,34248
36509,33630
36510,33924
36511,34958
36512,35065
36513,36514
36516,33293
36518,34703
36519,36520
36522,36523
36525,34079
36527,35692
36528,36529
36531,36532
36534,35915
36536,33488
36537,36538
36540,36541
36543,35268
36544,36433
36545,36546
36549,33876
36550,36551
36552,33508
36554,36555
36558,36559
36561,36562
36563,33394
36565,33727
36566,35140
36567,36568
36571,36572
36573,36574
36576,34160
36577,33963
36578,35482
36579,36580
36581,33567
36582,36583
36584,35156
36585,36586
36587,35531
36588,36589
36590,33767
36591,33293
36592,33353
36593,33394
36594,36595
36597,35352
36598,36599
36600,33707
36602,36326
36603,33328
36604,36605
36607,36608
36609,36610
36611,34629
36612,34196
36613,36614
36617,34405
36618,36619
36620,33979
36621,36068
36622,33543
36624,35865
36625,33878
36626,35576
36627,36628
36630,36631
36633,35665
36635,33543
36637,34874
36638,36639
36640,34431
36642,36643
36645,36646
36647,35224
36648,33745
36649,34405
36650,36651
36652,36068
36653,36654
36656,36657
36658,33779
36659,36660
36663,35096
36664,34631
36665,36666
36668,33779
36669,36670
36671,36672
36674,36675
36676,36677
36678,34846
36679,36680
36681,35052
36682,36683
36685,36686
36688,33979
36689,36690
36691,34528
36692,33332
36693,36056
36694,36695
36697,34958
36698,36699
36702,36703
36704,34877
36705,34679
36706,36707
36708,35032
36709,35692
36710,33575
36711,36458
36712,36713
36716,34230
36717,33611
36718,35076
36719,36720
36721,33727
36722,36723
36725,33848
36726,33583
36727,35756
36728,36729
36732,33970
36733,34482
36735,33508
36736,36737
36738,34128
36739,35126
36740,36741
36743,35052
36744,36745
36746,36747
36748,34907
36749,33488
36750,33600
36751,36752
36754,35942
36755,36756
36758,36458
36759,34755
36760,36761
36762,34285
36763,34555
36764,34018
36765,33506
36766,33391
36767,36768
36769,34009
36770,33508
36771,33315
36773,34051
36774,33814
36775,36776
36777,33543
36779,33264
36780,36781
36782,36502
36783,36784
36786,36787
36789,34697
36791,36792
36793,36794
36795,34079
36796,36797
36799,33727
36800,36801
36803,36804
36807,33372
36809,36810
36811,33353
36812,35952
36814,33491
36815,36816
36817,34314
36818,33433
36819,33332
36820,33543
36821,33543
36822,36265
36823,35987
36825,36826
36828,34808
36829,35331
36830,34336
36831,34782
36832,33433
36833,34899
36835,33575
36836,36562
36837,34690
36838,36183
36840,34951
36842,36555
36844,34621
36846,36847
36848,36849
36851,36852
36854,34300
36855,33636
36856,36467
36857,35058
36858,35959
36859,36551
36860,36861
36862,35443
36863,35169
36865,36866
36867,36868
36869,36737
36870,34528
36872,35714
36873,36670
36874,33911
36875,36876
36878,36879
36880,33543
36881,36882
36884,36885
36887,36888
36889,35576
36890,36891
36892,36893
36895,34502
36896,36897
36899,36900
36901,33372
36902,35451
36905,33543
36907,33698
36908,36909
36910,35029
36911,33510
36912,33700
36913,36914
36916,33950
36917,36918
36919,36672
36921,34621
36922,33353
36923,36183
36924,34437
36925,36926
36930,33315
36931,33543
36933,36562
36934,33652
36935,34460
36936,34212
36937,34091
36939,36384
36941,36942
36944,36945
36946,34056
36947,34697
36948,35788
36950,33643
36951,33850
36952,36953
36954,33543
36956,33754
36957,34349
36958,33680
36959,36354
36961,36962
36966,36967
36968,33913
36969,36970
36972,33892
36973,36974
36975,33399
36976,33353
36977,33789
36979,34341
36980,34692
36982,33543
36983,36984
36986,34453
36987,33543
36989,33540
36990,36991
36992,36993
36994,35959
36995,36996
36997,34509
36998,34869
36999,37000
37001,37002
37003,37004
37007,37008
37010,35741
37011,37012
37016,37017
37019,33412
37020,36450
37022,37023
37025,35858
37026,37027
37031,33543
37032,35694
37034,35384
37035,37036
37039,35936
37041,37042
37044,34079
37046,35326
37047,33556
37048,37049
37052,37053
37055,37056
37058,33372
37059,34349
37060,34467
37061,34296
37062,37063
37065,37066
37067,33835
37068,36352
37069,33543
37070,34643
37071,37072
37074,37075
37076,37077
37078,34108
37079,33842
37081,33850
37082,34682
37083,35689
37084,37085
37087,37088
37089,33488
37091,33972
37092,37093
37095,33543
37096,34507
37097,35185
37098,34782
37099,34528
37100,36105
37101,37102
37104,33508
37105,34682
37106,33548
37108,35278
37109,37110
37112,33858
37113,33558
37114,33353
37115,33727
37116,37117
37120,33533
37121,34104
37122,37123
37124,37125
37126,37127
37129,35361
37130,34649
37131,33353
37132,37133
37134,34455
37135,34571
37137,35922
37138,37139
37140,37141
37143,33963
37144,37145
37146,34255
37148,37149
37151,34250
37152,33556
37153,37154
37156,37157
37159,33911
37160,36882
37161,35736
37162,37163
37165,37166
37167,37168
37169,35373
37170,34192
37172,33950
37174,33543
37176,37177
37178,34104
37179,33372
37181,34509
37182,33412
37183,33835
37184,34079
37186,37187
37189,37190
37191,37192
37195,37196
37197,37198
37200,37201
37202,35058
37203,34520
37204,34143
37205,34121
37206,37207
37209,36586
37210,33516
37211,33981
37212,33963
37213,35506
37214,37215
37217,37218
37219,34387
37220,37221
37222,34038
37223,33543
37224,34962
37225,37226
37229,33466
37230,33907
37231,33907
37232,34314
37233,33391
37234,35024
37235,34991
37236,35107
37237,37238
37241,33335
37242,33353
37244,34352
37245,35611
37246,35076
37247,37248
37250,33981
37251,37252
37253,34703
37254,34255
37256,35076
37257,37258
37260,37261
37262,35646
37263,37264
37265,34606
37266,37267
37268,33543
37269,37270
37271,36456
37272,33643
37273,36768
37274,33491
37275,33963
37276,35100
37277,35756
37278,37279
37281,33535
37282,37283
37285,33725
37286,34314
37287,35268
37288,37289
37290,34600
37291,33705
37292,34170
37293,37294
37296,35942
37297,37298
37300,34355
37301,37302
37303,35531
37304,33655
37305,36776
37306,37307
37309,33959
37310,33374
37311,37312
37313,37314
37317,37318
37319,37320
37322,37323
37324,37325
37326,35058
37327,33581
37328,37329
37330,37331
37332,33779
37333,37334
37336,37337
37338,37339
37340,34962
37341,34958
37342,37343
37345,33819
37346,33835
37347,34958
37348,37349
37351,37352
37353,35423
37354,35423
37355,34808
37357,34038
37358,34991
37359,34276
37360,34079
37362,34336
37363,34502
37364,37365
37367,34239
37370,37371
37372,37373
37374,34631
37375,35576
37376,36230
37377,33680
37379,34321
37380,33556
37381,33510
37382,33382
37383,34697
37384,37385
37387,34307
37388,37389
37390,33911
37391,37392
37395,34349
37396,33643
37397,33890
37398,35952
37400,34962
37401,34028
37403,37117
37404,36352
37405,35291
37407,36695
37408,33814
37409,34187
37410,33638
37411,37412
37414,33734
37415,35307
37416,37417
37419,34079
37420,35564
37421,34679
37422,37423
37425,34307
37427,35736
37428,33745
37429,34230
37430,37431
37432,33401
37434,36433
37435,37436
37437,37438
37439,37440
37442,37443
37445,35686
37446,34276
37447,33961
37448,37449
37450,37451
37452,35029
37453,34079
37455,34023
37457,34960
37458,33508
37459,33433
37460,36551
37461,35339
37462,37463
37464,35054
37465,34338
37466,37467
37469,37470
37472,37473
37475,34692
37477,37478
37480,37481
37482,35628
37483,34376
37484,33835
37485,34839
37486,35182
37487,34400
37488,37489
37492,37493
37494,37495
37496,37497
37499,37500
37501,37502
37504,36888
37505,37506
37507,35081
37508,37509
37512,35858
37513,37514
37515,33741
37516,33698
37517,33959
37518,37519
37521,34455
37522,37523
37524,37525
37526,34001
37527,35675
37528,37139
37529,33972
37530,37531
37533,33816
37534,37535
37536,37537
37539,34166
37540,34366
37541,37542
37544,34278
37546,34460
37547,37548
37552,37553
37555,37556
37557,33332
37558,33779
37559,35451
37561,34967
37562,37563
37565,37566
37567,34455
37568,34692
37569,34882
37570,33981
37571,35058
37572,35892
37573,33353
37574,35564
37575,34212
37576,37577
37579,33807
37580,37581
37583,33786
37584,34705
37585,33579
37586,33680
37587,34079
37589,33378
37590,37591
37593,37594
37596,34652
37597,37598
37599,37600
37601,37602
37604,35751
37605,35861
37606,34703
37607,33543
37608,34162
37609,37610
37611,37612
37613,37614
37615,37616
37618,33913
37619,33543
37621,37622
37623,35959
37624,35922
37625,34212
37626,33391
37627,36056
37628,33741
37629,37630
37632,35876
37633,33892
37634,33652
37635,34419
37636,33772
37637,37638
37640,37641
37642,37643
37644,34476
37646,35780
37647,33543
37648,33643
37649,33745
37650,37651
37652,37653
37654,34298
37655,33772
37656,37519
37658,33907
37659,36810
37660,37661
37663,33846
37664,35126
37665,37666
37669,34040
37671,37672
37674,36810
37675,34502
37676,33779
37678,34168
37679,35140
37680,35876
37681,33293
37682,37683
37685,34192
37686,37687
37688,34230
37689,34455
37690,33794
37691,33399
37692,33961
37693,37072
37694,37695
37696,34143
37697,34314
37698,36346
37700,35443
37701,37702
37704,34431
37707,37708
37710,37711
37713,36105
37714,37715
37716,33734
37717,37718
37720,37495
37721,35032
37722,36006
37724,37725
37726,34300
37728,33488
37729,36737
37730,37731
37733,37423
37735,34338
37736,33680
37737,37738
37739,37740
37741,37742
37743,34606
37744,37745
37747,37748
37749,35259
37750,37004
37751,33278
37752,37753
37754,34009
37755,34263
37756,35717
37758,34729
37759,35052
37760,33858
37761,34072
37762,33764
37763,37764
37765,37766
37768,33540
37769,35352
37770,34832
37771,34116
37772,33965
37774,34074
37775,37776
37778,37779
37782,33577
37783,33939
37784,33632
37785,37786
37787,37535
37788,33636
37789,34174
37790,35361
37791,34079
37792,33837
37793,34119
37794,37795
37796,37797
37798,37799
37801,33807
37802,37740
37803,36335
37805,37806
37807,37808
37809,33816
37810,37811
37812,34502
37813,36319
37814,35054
37815,34095
37816,37817
37819,37820
37823,36568
37828,34137
37830,37831
37833,35767
37835,37836
37838,37839
37841,34962
